		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
25/05/23	3:00	16.0	16.1	16.0	88	14.0	0.9	N	0.54	1.8	NNE	16.0	16.2	16.2	---	1001.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.8	60	13.7	21.7	11.02	1.1653	0.00	235	1	100.0	10
25/05/23	3:10	15.9	16.1	15.9	87	13.8	0.4	NNE	0.27	1.3	ENE	15.9	16.1	16.1	---	1001.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.8	60	13.7	21.6	11.03	1.1656	0.00	231	1	100.0	10
25/05/23	3:20	16.0	16.0	15.9	87	13.8	0.4	ENE	0.27	1.3	ENE	16.0	16.1	16.1	---	1001.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.8	60	13.7	21.6	11.03	1.1656	0.00	232	1	100.0	10
25/05/23	3:30	16.1	16.2	16.0	86	13.8	0.9	E	0.54	1.8	ENE	16.1	16.2	16.2	---	1002.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.7	60	13.6	21.4	11.03	1.1662	0.00	232	1	100.0	10
25/05/23	3:40	16.3	16.3	16.1	85	13.8	0.4	SE	0.27	1.8	SE	16.3	16.3	16.3	---	1001.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.7	60	13.6	21.4	11.03	1.1662	0.00	233	1	100.0	10
25/05/23	3:50	16.3	16.3	16.2	85	13.8	0.4	E	0.27	1.3	NE	16.3	16.4	16.4	---	1002.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.7	60	13.6	21.4	11.03	1.1663	0.00	231	1	100.0	10
25/05/23	4:00	16.3	16.3	16.3	85	13.8	0.4	ESE	0.27	1.3	ENE	16.3	16.4	16.4	---	1002.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.7	60	13.6	21.4	11.03	1.1664	0.00	233	1	100.0	10
25/05/23	4:10	16.3	16.4	16.3	84	13.6	0.9	ESE	0.54	2.2	ESE	16.3	16.3	16.3	---	1002.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.6	59	13.3	21.3	10.91	1.1670	0.00	232	1	100.0	10
25/05/23	4:20	16.2	16.3	16.2	85	13.7	1.3	ESE	0.80	2.7	E	16.2	16.3	16.3	---	1002.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.6	59	13.2	21.3	10.92	1.1674	0.00	233	1	100.0	10
25/05/23	4:30	16.2	16.3	16.2	85	13.7	1.3	ESE	0.80	3.1	SE	16.2	16.3	16.3	---	1002.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.6	59	13.2	21.3	10.92	1.1673	0.00	233	1	100.0	10
25/05/23	4:40	16.2	16.2	16.2	86	13.9	1.3	SE	0.80	2.7	ESE	16.2	16.3	16.3	---	1002.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.6	60	13.5	21.3	11.03	1.1671	0.00	230	1	100.0	10
25/05/23	4:50	16.3	16.3	16.2	85	13.8	0.9	ESE	0.54	1.8	ESE	16.3	16.3	16.3	---	1002.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.6	60	13.5	21.3	11.03	1.1672	0.00	234	1	100.0	10
25/05/23	5:00	16.2	16.3	16.2	85	13.6	1.3	ESE	0.80	3.1	E	16.2	16.2	16.2	---	1002.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.5	60	13.4	21.2	11.04	1.1675	0.00	233	1	100.0	10
25/05/23	5:10	16.1	16.2	16.1	85	13.6	1.3	ESE	0.80	3.6	SE	16.1	16.2	16.2	---	1002.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.5	60	13.4	21.2	11.04	1.1675	0.00	232	1	100.0	10
25/05/23	5:20	16.2	16.2	16.1	85	13.6	0.9	SE	0.54	2.2	S	16.2	16.2	16.2	---	1002.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.5	60	13.4	21.2	11.04	1.1676	0.00	233	1	100.0	10
25/05/23	5:30	16.1	16.2	16.1	85	13.5	0.9	ESE	0.54	3.1	E	16.1	16.1	16.1	---	1002.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.4	60	13.4	21.2	11.04	1.1681	0.00	234	1	100.0	10
25/05/23	5:40	16.1	16.1	16.0	86	13.7	1.3	ESE	0.80	3.1	E	16.1	16.2	16.2	---	1002.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.4	60	13.4	21.2	11.04	1.1683	0.00	234	1	100.0	10
25/05/23	5:50	15.9	16.1	15.9	85	13.4	1.8	ESE	1.07	4.0	ESE	15.9	16.0	16.0	---	1002.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.4	60	13.3	21.1	11.04	1.1687	0.00	234	1	100.0	10
25/05/23	6:00	15.9	16.0	15.9	85	13.4	1.8	ESE	1.07	4.0	ESE	15.9	16.0	16.0	---	1002.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.4	60	13.3	21.1	11.04	1.1688	0.00	234	1	100.0	10
25/05/23	6:10	15.9	16.0	15.9	85	13.4	1.3	ESE	0.80	4.0	ESE	15.9	16.0	16.0	---	1003.1	0.00	0.0	0	0.00	5	0.0	0.00	0.0	0.017	0.000	21.3	60	13.2	21.1	11.04	1.1692	0.00	232	1	100.0	10
25/05/23	6:20	16.0	16.0	15.9	85	13.5	1.3	ESE	0.80	3.1	ESE	16.0	16.1	16.1	---	1003.2	0.00	0.0	7	0.10	9	0.0	0.00	0.0	0.016	0.000	21.3	60	13.2	21.1	11.04	1.1694	0.00	230	1	100.0	10
25/05/23	6:30	16.1	16.1	16.0	84	13.4	1.8	ESE	1.07	4.0	E	16.1	16.1	16.1	---	1003.2	0.00	0.0	11	0.16	12	0.0	0.00	0.0	0.016	0.000	21.3	60	13.2	21.1	11.04	1.1694	0.00	233	1	100.0	10
25/05/23	6:40	16.1	16.1	16.1	83	13.2	1.8	ESE	1.07	4.0	E	16.1	16.1	16.1	---	1003.3	0.00	0.0	11	0.16	12	0.0	0.00	0.0	0.016	0.000	21.3	59	13.0	21.0	10.93	1.1698	0.00	233	1	100.0	10
25/05/23	6:50	16.1	16.1	16.1	83	13.2	1.3	ESE	0.80	3.1	E	16.1	16.1	16.1	---	1003.4	0.00	0.0	17	0.24	19	0.0	0.00	0.0	0.015	0.000	21.3	59	12.9	20.9	10.94	1.1702	0.00	234	1	100.0	10
25/05/23	7:00	16.2	16.2	16.1	83	13.3	0.9	ESE	0.54	2.7	ESE	16.2	16.2	16.2	---	1003.5	0.00	0.0	23	0.33	32	0.0	0.00	0.0	0.015	0.000	21.2	59	12.9	20.8	10.94	1.1706	0.03	233	1	100.0	10
25/05/23	7:10	16.4	16.4	16.2	82	13.3	0.9	ENE	0.54	2.7	ENE	16.4	16.4	16.4	---	1003.6	0.00	0.0	36	0.52	42	0.0	0.00	0.0	0.014	0.000	21.2	59	12.9	20.8	10.94	1.1708	0.00	234	1	100.0	10
25/05/23	7:20	16.4	16.5	16.4	83	13.5	0.9	ESE	0.54	1.8	ESE	16.4	16.5	16.5	---	1003.6	0.00	0.0	43	0.62	54	0.0	0.00	0.0	0.013	0.000	21.2	59	12.9	20.8	10.94	1.1708	0.00	234	1	100.0	10
25/05/23	7:30	16.6	16.6	16.4	82	13.5	0.9	ESE	0.54	2.7	ESE	16.6	16.6	16.6	---	1003.9	0.00	0.0	55	0.79	72	0.0	0.00	0.0	0.012	0.000	21.2	59	12.9	20.8	10.94	1.1710	0.00	234	1	100.0	10
25/05/23	7:40	16.6	16.7	16.6	82	13.5	0.9	ESE	0.54	4.0	ESE	16.6	16.7	16.7	---	1003.9	0.00	0.0	90	1.29	120	0.2	0.01	0.5	0.012	0.000	21.2	59	12.9	20.8	10.94	1.1711	0.00	234	1	100.0	10
25/05/23	7:50	16.8	16.8	16.7	81	13.5	0.9	SE	0.54	3.6	SE	16.8	16.8	16.8	---	1004.0	0.00	0.0	137	1.96	167	0.5	0.04	0.6	0.011	0.000	21.2	59	12.9	20.8	10.94	1.1712	0.00	234	1	100.0	10
25/05/23	8:00	16.9	16.9	16.8	81	13.6	1.3	SE	0.80	3.1	ESE	16.9	17.0	17.0	---	1004.1	0.00	0.0	113	1.62	142	0.5	0.04	0.6	0.010	0.000	21.2	59	12.9	20.8	10.94	1.1714	0.05	233	1	100.0	10
25/05/23	8:10	16.9	16.9	16.8	81	13.7	0.9	ESE	0.54	1.8	SE	16.9	17.1	17.1	---	1004.2	0.00	0.0	96	1.38	105	0.1	0.01	0.5	0.010	0.000	21.2	59	12.9	20.8	10.94	1.1714	0.00	233	1	100.0	10
25/05/23	8:20	17.1	17.1	16.9	81	13.8	0.9	ESE	0.54	1.8	SE	17.1	17.2	17.2	---	1004.4	0.00	0.0	84	1.20	114	0.1	0.01	0.5	0.009	0.000	21.2	59	12.8	20.8	10.95	1.1720	0.00	234	1	100.0	10
25/05/23	8:30	17.1	17.1	17.0	80	13.6	0.9	SSW	0.54	2.7	SSW	17.1	17.2	17.2	---	1004.5	0.00	0.0	197	2.82	285	0.8	0.06	1.0	0.009	0.000	21.2	59	12.9	20.8	10.94	1.1718	0.00	234	1	100.0	10
25/05/23	8:40	17.3	17.3	17.1	80	13.8	0.9	ESE	0.54	1.8	E	17.3	17.4	17.4	---	1004.7	0.00	0.0	175	2.51	204	0.9	0.06	1.0	0.007	0.000	21.2	59	12.9	20.8	10.94	1.1720	0.00	233	1	100.0	10
25/05/23	8:50	17.6	17.6	17.3	79	13.9	0.9	ESE	0.54	1.8	ENE	17.6	17.7	17.7	---	1004.7	0.00	0.0	194	2.78	294	1.0	0.07	1.3	0.005	0.000	21.2	59	12.9	20.8	10.94	1.1721	0.00	234	1	100.0	10
25/05/23	9:00	17.9	18.0	17.6	78	14.1	0.9	SE	0.54	1.8	SSE	17.9	18.1	18.1	---	1004.8	0.00	0.0	264	3.78	490	1.4	0.10	1.6	0.003	0.000	21.2	59	12.9	20.8	10.94	1.1722	0.13	234	1	100.0	10
25/05/23	9:10	17.9	18.0	17.9	78	14.1	0.9	ESE	0.54	2.2	SSE	17.9	18.1	18.1	---	1005.0	0.00	0.0	236	3.38	258	1.3	0.09	1.5	0.003	0.000	21.3	60	13.2	21.0	11.04	1.1718	0.00	234	1	100.0	10
25/05/23	9:20	18.3	18.3	17.9	78	14.4	0.9	SE	0.54	1.8	SE	18.3	18.4	18.4	---	1005.0	0.00	0.0	314	4.50	374	1.7	0.12	1.8	0.000	0.000	21.3	60	13.2	21.1	11.04	1.1715	0.00	233	1	100.0	10
25/05/23	9:30	18.7	18.7	18.3	76	14.3	0.9	ESE	0.54	3.1	E	18.7	18.8	18.8	---	1005.0	0.00	0.0	320	4.59	392	1.9	0.14	2.3	0.000	0.002	21.3	60	13.2	21.1	11.04	1.1715	0.00	232	1	100.0	10
25/05/23	9:40	19.2	19.2	18.7	71	13.8	1.3	SE	0.80	3.1	E	19.2	19.2	19.2	---	1005.2	0.00	0.0	436	6.25	686	2.5	0.18	3.0	0.000	0.006	21.3	60	13.2	21.1	11.04	1.1717	0.00	234	1	100.0	10
25/05/23	9:50	19.7	19.7	19.2	69	13.9	1.3	ESE	0.80	4.0	E	19.7	19.8	19.8	---	1005.3	0.00	0.0	669	9.59	701	3.2	0.23	3.3	0.000	0.010	21.3	59	13.0	21.0	10.93	1.1721	0.00	233	1	100.0	10
25/05/23	10:00	19.8	19.8	19.7	68	13.7	1.8	SSE	1.07	5.4	ESE	19.8	19.8	19.8	---	1005.4	0.00	0.0	603	8.64	657	3.2	0.23	3.4	0.000	0.010	21.4	59	13.0	21.1	10.93	1.1720	0.30	233	1	100.0	10
25/05/23	10:10	19.8	19.9	19.8	68	13.8	2.7	ESE	1.61	5.4	ESE	19.8	19.9	19.9	---	1005.4	0.00	0.0	634	9.09	657	3.5	0.25	3.6	0.000	0.010	21.4	58	12.8	21.1	10.73	1.1720	0.00	234	1	100.0	10
25/05/23	10:20	20.0	20.1	19.8	68	13.9	2.2	ESE	1.34	5.4	ESE	20.0	20.1	20.1	---	1005.5	0.00	0.0	587	8.41	652	3.5	0.25	3.7	0.000	0.012	21.4	58	12.8	21.1	10.73	1.1721	0.00	227	1	99.6	10
25/05/23	10:24	---	---	---	68	---	3.1	ESE	0.19	3.1	SE	---	---	---	---	1005.6	0.00	0.0	661	0.95	661	3.9	0.03	3.9	---	---	21.7	58	13.0	21.3	10.71	1.1711	0.00	2	1	8.7	1
25/05/23	10:25	20.2	20.2	20.1	68	14.1	2.2	ESE	0.13	3.1	SE	20.2	20.3	20.3	---	1005.5	0.00	0.0	671	0.96	671	3.8	0.03	3.8	0.000	0.001	21.7	58	13.0	21.3	10.71	1.1711	0.00	20	1	87.0	1
25/05/23	10:26	20.2	20.2	20.2	68	14.1	1.3	SE	0.08	2.2	SSE	20.2	20.3	20.3	---	1005.6	0.00	0.0	186	0.27	186	2.7	0.02	2.7	0.000	0.001	21.7	58	13.1	21.4	10.71	1.1709	0.00	23	1	100.0	1
25/05/23	10:27	20.3	20.3	20.2	68	14.2	1.8	SE	0.11	3.1	SE	20.3	20.4	20.4	---	1005.6	0.00	0.0	214	0.31	214	2.5	0.02	2.5	0.000	0.001	21.8	58	13.1	21.5	10.70	1.1706	0.00	23	1	100.0	1
25/05/23	10:28	20.3	20.3	20.2	68	14.2	0.9	SE	0.05	1.8	ESE	20.3	20.4	20.4	---	1005.6	0.00	0.0	301	0.43	301	2.8	0.02	2.8	0.000	0.001	21.8	58	13.2	21.6	10.70	1.1703	0.00	24	1	100.0	1
25/05/23	10:29	20.2	20.3	20.2	68	14.1	0.9	WSW	0.05	2.2	E	20.2	20.3	20.3	---	1005.6	0.00	0.0	348	0.50	348	3.0	0.02	3.0	0.000	0.001	21.8	58	13.2	21.6	10.70	1.1703	0.00	23	1	100.0	1
25/05/23	10:30	20.3	20.3	20.2	68	14.2	0.4	NE	0.03	0.9	SSE	20.3	20.4	20.4	---	1005.6	0.00	0.0	330	0.47	330	2.9	0.02	2.9	0.000	0.001	21.8	58	13.2	21.6	10.70	1.1703	0.00	22	1	95.7	1
25/05/23	10:31	20.3	20.3	20.3	69	14.4	0.9	S	0.05	1.8	S	20.3	20.4	20.4	---	1005.7	0.00	0.0	264	0.38	264	2.9	0.02	2.9	0.000	0.001	21.8	58	13.2	21.6	10.70	1.1704	0.00	22	1	95.7	1
25/05/23	10:32	20.3	20.3	20.3	68	14.2	1.3	ESE	0.08	2.2	S	20.3	20.4	20.4	---	1005.7	0.00	0.0	257	0.37	264	2.6	0.02	2.6	0.000	0.001	21.8	58	13.2	21.6	10.70	1.1704	0.00	19	1	82.6	1
25/05/23	10:33	20.3	20.3	20.3	68	14.2	2.2	SE	0.13	3.6	E	20.3	20.4	20.4	---	1005.7	0.00	0.0	339	0.49	339	3.0	0.02	3.3	0.000	0.001	21.9	58	13.3	21.6	10.69	1.1701	0.00	22	1	95.7	1
25/05/23	10:34	20.3	20.3	20.3	68	14.2	2.2	SE	0.13	4.0	SE	20.3	20.4	20.4	---	1005.7	0.00	0.0	339	0.49	339	3.8	0.03	3.8	0.000	0.001	21.9	58	13.3	21.6	10.69	1.1701	0.00	23	1	100.0	1
25/05/23	10:35	20.3	20.3	20.3	67	13.9	3.6	ESE	0.21	4.9	SE	19.9	20.3	19.9	---	1005.7	0.00	0.0	339	0.49	339	2.7	0.02	2.7	0.000	0.001	21.9	58	13.3	21.6	10.69	1.1702	0.00	21	1	91.3	1
25/05/23	10:36	20.2	20.3	20.2	67	13.9	2.2	SE	0.13	3.6	SE	20.2	20.3	20.3	---	1005.7	0.00	0.0	248	0.36	248	2.4	0.02	2.4	0.000	0.001	21.9	58	13.3	21.6	10.69	1.1702	0.00	23	1	100.0	1
25/05/23	10:37	20.2	20.2	20.2	67	13.9	1.3	SE	0.08	2.2	SSE	20.2	20.3	20.3	---	1005.8	0.00	0.0	241	0.35	241	2.3	0.02	2.3	0.000	0.001	21.9	58	13.3	21.7	10.69	1.1700	0.00	23	1	100.0	1
25/05/23	10:38	20.2	20.2	20.2	67	13.9	1.8	ESE	0.11	3.1	ESE	20.2	20.3	20.3	---	1005.9	0.00	0.0	250	0.36	255	2.3	0.02	2.3	0.000	0.001	21.9	58	13.3	21.7	10.69	1.1701	0.00	24	1	100.0	1
25/05/23	10:39	20.2	20.2	20.2	67	13.9	2.2	ESE	0.13	4.5	SE	20.2	20.3	20.3	---	1005.9	0.00	0.0	271	0.39	271	2.3	0.02	2.3	0.000	0.001	21.9	58	13.3	21.7	10.69	1.1701	0.00	23	1	100.0	1
25/05/23	10:40	20.2	20.2	20.2	67	13.8	2.7	SE	0.16	4.9	ESE	20.2	20.2	20.2	---	1005.8	0.00	0.0	276	0.40	276	2.3	0.02	2.3	0.000	0.001	22.0	58	13.4	21.8	10.69	1.1697	0.00	24	1	100.0	1
25/05/23	10:41	20.2	20.2	20.2	68	14.1	1.8	SE	0.11	3.1	SE	20.2	20.3	20.3	---	1005.8	0.00	0.0	250	0.36	250	2.2	0.02	2.2	0.000	0.001	22.0	58	13.4	21.8	10.69	1.1696	0.00	23	1	100.0	1
25/05/23	10:42	20.2	20.2	20.2	68	14.1	1.3	SSE	0.08	1.8	S	20.2	20.3	20.3	---	1005.9	0.00	0.0	207	0.30	207	2.1	0.01	2.1	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	23	1	100.0	1
25/05/23	10:43	20.2	20.2	20.2	68	14.1	1.3	SE	0.08	3.1	E	20.2	20.3	20.3	---	1005.9	0.00	0.0	175	0.25	178	1.9	0.01	1.9	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	24	1	100.0	1
25/05/23	10:44	20.2	20.2	20.2	68	14.1	1.8	ESE	0.11	3.1	ESE	20.2	20.3	20.3	---	1005.8	0.00	0.0	172	0.25	172	1.9	0.01	1.9	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1700	0.00	23	1	100.0	1
25/05/23	10:45	20.2	20.2	20.2	67	13.9	1.8	SSE	0.11	3.1	SE	20.2	20.3	20.3	---	1005.9	0.00	0.0	185	0.27	185	1.9	0.01	1.9	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	24	1	100.0	1
25/05/23	10:46	20.2	20.2	20.2	68	14.1	1.3	SE	0.08	2.7	E	20.2	20.3	20.3	---	1005.8	0.00	0.0	204	0.29	204	1.9	0.01	1.9	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1700	0.00	22	1	95.7	1
25/05/23	10:47	20.2	20.2	20.2	68	14.1	1.3	SE	0.08	1.8	NE	20.2	20.3	20.3	---	1005.9	0.00	0.0	230	0.33	230	2.1	0.01	2.1	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	10:48	20.2	20.2	20.2	68	14.1	1.3	SE	0.08	2.7	ESE	20.2	20.3	20.3	---	1005.9	0.00	0.0	255	0.37	255	2.2	0.02	2.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	23	1	100.0	1
25/05/23	10:49	20.2	20.2	20.2	67	13.9	1.8	ESE	0.11	3.1	N	20.2	20.3	20.3	---	1005.9	0.00	0.0	264	0.38	265	2.2	0.02	2.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	23	1	100.0	1
25/05/23	10:50	20.2	20.2	20.2	67	13.9	1.8	ESE	0.11	4.0	ESE	20.2	20.3	20.3	---	1005.9	0.00	0.0	265	0.38	265	2.2	0.02	2.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	10:51	20.2	20.2	20.2	68	14.1	2.2	SE	0.13	3.6	E	20.2	20.3	20.3	---	1005.9	0.00	0.0	262	0.38	262	2.2	0.02	2.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	23	1	100.0	1
25/05/23	10:52	20.2	20.2	20.2	68	14.1	3.1	ESE	0.19	4.9	SE	20.2	20.3	20.3	---	1005.9	0.00	0.0	258	0.37	258	2.2	0.02	2.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	10:53	20.2	20.2	20.2	67	13.8	2.2	SE	0.13	4.0	ESE	20.2	20.2	20.2	---	1006.0	0.00	0.0	255	0.37	255	2.2	0.02	2.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	23	1	100.0	1
25/05/23	10:54	20.2	20.2	20.2	67	13.8	1.3	E	0.08	3.6	ESE	20.2	20.2	20.2	---	1005.9	0.00	0.0	258	0.37	258	2.3	0.02	2.3	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1701	0.00	22	1	95.7	1
25/05/23	10:55	20.2	20.2	20.2	68	14.1	1.8	SE	0.11	3.6	E	20.2	20.3	20.3	---	1006.0	0.00	0.0	295	0.42	304	2.5	0.02	2.5	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	10:56	20.2	20.2	20.2	67	13.8	2.2	E	0.13	3.6	E	20.2	20.2	20.2	---	1005.9	0.00	0.0	320	0.46	320	2.6	0.02	2.6	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	23	1	100.0	1
25/05/23	10:57	20.2	20.2	20.2	67	13.8	1.3	SE	0.08	3.1	ESE	20.2	20.2	20.2	---	1005.9	0.00	0.0	367	0.53	367	2.9	0.02	2.9	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	10:58	20.2	20.2	20.2	67	13.8	1.3	SSE	0.08	1.8	SSE	20.2	20.2	20.2	---	1006.0	0.00	0.0	411	0.59	411	3.1	0.02	3.1	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	23	1	100.0	1
25/05/23	10:59	20.2	20.2	20.2	68	14.1	1.3	SE	0.08	2.7	ESE	20.2	20.3	20.3	---	1006.0	0.00	0.0	410	0.59	410	3.2	0.02	3.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	23	1	100.0	1
